"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"01100","北海道","札幌市","さっぽろし","","","1973-12-01","有"
"01101","北海道","札幌市","さっぽろし","中央区","ちゅうおうく","1972-04-01","有"
"01102","北海道","札幌市","さっぽろし","北区","きたく","1972-04-01","有"
"01103","北海道","札幌市","さっぽろし","東区","ひがしく","1972-04-01","有"
"01104","北海道","札幌市","さっぽろし","白石区","しろいしく","1989-11-06","有"
"01105","北海道","札幌市","さっぽろし","豊平区","とよひらく","1997-11-04","有"
"01106","北海道","札幌市","さっぽろし","南区","みなみく","1972-04-01","有"
"01107","北海道","札幌市","さっぽろし","西区","にしく","1989-11-06","有"
"01108","北海道","札幌市","さっぽろし","厚別区","あつべつく","1989-11-06","有"
"01109","北海道","札幌市","さっぽろし","手稲区","ていねく","1989-11-06","有"
"01110","北海道","札幌市","さっぽろし","清田区","きよたく","1997-11-04","有"
"01202","北海道","","","函館市","はこだてし","2005-10-01","有"
"01203","北海道","","","小樽市","おたるし","1990-06-01","有"
"01204","北海道","","","旭川市","あさひかわし","2000-04-01","有"
"01205","北海道","","","室蘭市","むろらんし","1980-06-01","有"
"01206","北海道","","","釧路市","くしろし","2005-10-11","有"
"01207","北海道","","","帯広市","おびひろし","",""
"01208","北海道","","","北見市","きたみし","2006-03-05","有"
"01209","北海道","","","夕張市","ゆうばりし","",""
"01210","北海道","","","岩見沢市","いわみざわし","2006-03-27","有"
"01211","北海道","","","網走市","あばしりし","",""
"01212","北海道","","","留萌市","るもいし","",""
"01213","北海道","","","苫小牧市","とまこまいし","",""
"01214","北海道","","","稚内市","わっかないし","",""
"01215","北海道","","","美唄市","びばいし","",""
"01216","北海道","","","芦別市","あしべつし","",""
"01217","北海道","","","江別市","えべつし","",""
"01218","北海道","","","赤平市","あかびらし","",""
"01219","北海道","","","紋別市","もんべつし","",""
"01220","北海道","","","士別市","しべつし","2005-09-01","有"
"01221","北海道","","","名寄市","なよろし","2006-03-27","有"
"01222","北海道","","","三笠市","みかさし","",""
"01223","北海道","","","根室市","ねむろし","",""
"01224","北海道","","","千歳市","ちとせし","1985-02-15","有"
"01225","北海道","","","滝川市","たきかわし","1975-04-01","有"
"01226","北海道","","","砂川市","すながわし","1988-09-01","有"
"01227","北海道","","","歌志内市","うたしないし","",""
"01228","北海道","","","深川市","ふかがわし","",""
"01229","北海道","","","富良野市","ふらのし","",""
"01230","北海道","","","登別市","のぼりべつし","1980-06-01","有"
"01231","北海道","","","恵庭市","えにわし","1986-03-01","有"
"01233","北海道","","","伊達市","だてし","2006-03-01","有"
"01234","北海道","","","北広島市","きたひろしまし","1996-09-01","有"
"01235","北海道","","","石狩市","いしかりし","2005-10-01","有"
"01236","北海道","","","北斗市","ほくとし","2021-03-10","有"
"01303","北海道","石狩振興局","いしかりしんこうきょく","当別町","とうべつちょう","1996-06-14","有"
"01304","北海道","石狩振興局","いしかりしんこうきょく","新篠津村","しんしのつむら","",""
"01331","北海道","渡島総合振興局","おしまそうごうしんこうきょく","松前町","まつまえちょう","",""
"01332","北海道","渡島総合振興局","おしまそうごうしんこうきょく","福島町","ふくしまちょう","",""
"01333","北海道","渡島総合振興局","おしまそうごうしんこうきょく","知内町","しりうちちょう","",""
"01334","北海道","渡島総合振興局","おしまそうごうしんこうきょく","木古内町","きこないちょう","",""
"01337","北海道","渡島総合振興局","おしまそうごうしんこうきょく","七飯町","ななえちょう","2021-03-10","有"
"01343","北海道","渡島総合振興局","おしまそうごうしんこうきょく","鹿部町","しかべちょう","1983-12-01","有"
"01345","北海道","渡島総合振興局","おしまそうごうしんこうきょく","森町","もりまち","2005-04-01","有"
"01346","北海道","渡島総合振興局","おしまそうごうしんこうきょく","八雲町","やくもちょう","2005-10-01","有"
"01347","北海道","渡島総合振興局","おしまそうごうしんこうきょく","長万部町","おしゃまんべちょう","",""
"01361","北海道","檜山振興局","ひやましんこうきょく","江差町","えさしちょう","",""
"01362","北海道","檜山振興局","ひやましんこうきょく","上ノ国町","かみのくにちょう","",""
"01363","北海道","檜山振興局","ひやましんこうきょく","厚沢部町","あっさぶちょう","",""
"01364","北海道","檜山振興局","ひやましんこうきょく","乙部町","おとべちょう","",""
"01367","北海道","檜山振興局","ひやましんこうきょく","奥尻町","おくしりちょう","",""
"01370","北海道","檜山振興局","ひやましんこうきょく","今金町","いまかねちょう","",""
"01371","北海道","檜山振興局","ひやましんこうきょく","せたな町","せたなちょう","2005-09-01","有"
"01391","北海道","後志総合振興局","しりべしそうごうしんこうきょく","島牧村","しままきむら","",""
"01392","北海道","後志総合振興局","しりべしそうごうしんこうきょく","寿都町","すっつちょう","",""
"01393","北海道","後志総合振興局","しりべしそうごうしんこうきょく","黒松内町","くろまつないちょう","",""
"01394","北海道","後志総合振興局","しりべしそうごうしんこうきょく","蘭越町","らんこしちょう","",""
"01395","北海道","後志総合振興局","しりべしそうごうしんこうきょく","ニセコ町","にせこちょう","",""
"01396","北海道","後志総合振興局","しりべしそうごうしんこうきょく","真狩村","まっかりむら","",""
"01397","北海道","後志総合振興局","しりべしそうごうしんこうきょく","留寿都村","るすつむら","",""
"01398","北海道","後志総合振興局","しりべしそうごうしんこうきょく","喜茂別町","きもべつちょう","",""
"01399","北海道","後志総合振興局","しりべしそうごうしんこうきょく","京極町","きょうごくちょう","",""
"01400","北海道","後志総合振興局","しりべしそうごうしんこうきょく","倶知安町","くっちゃんちょう","",""
"01401","北海道","後志総合振興局","しりべしそうごうしんこうきょく","共和町","きょうわちょう","1990-12-01","有"
"01402","北海道","後志総合振興局","しりべしそうごうしんこうきょく","岩内町","いわないちょう","1990-12-01","有"
"01403","北海道","後志総合振興局","しりべしそうごうしんこうきょく","泊村","とまりむら","",""
"01404","北海道","後志総合振興局","しりべしそうごうしんこうきょく","神恵内村","かもえないむら","",""
"01405","北海道","後志総合振興局","しりべしそうごうしんこうきょく","積丹町","しゃこたんちょう","",""
"01406","北海道","後志総合振興局","しりべしそうごうしんこうきょく","古平町","ふるびらちょう","",""
"01407","北海道","後志総合振興局","しりべしそうごうしんこうきょく","仁木町","にきちょう","",""
"01408","北海道","後志総合振興局","しりべしそうごうしんこうきょく","余市町","よいちちょう","",""
"01409","北海道","後志総合振興局","しりべしそうごうしんこうきょく","赤井川村","あかいがわむら","",""
"01423","北海道","空知総合振興局","そらちそうごうしんこうきょく","南幌町","なんぽろちょう","1982-09-01","有"
"01424","北海道","空知総合振興局","そらちそうごうしんこうきょく","奈井江町","ないえちょう","",""
"01425","北海道","空知総合振興局","そらちそうごうしんこうきょく","上砂川町","かみすながわちょう","",""
"01427","北海道","空知総合振興局","そらちそうごうしんこうきょく","由仁町","ゆにちょう","",""
"01428","北海道","空知総合振興局","そらちそうごうしんこうきょく","長沼町","ながぬまちょう","1986-03-01","有"
"01429","北海道","空知総合振興局","そらちそうごうしんこうきょく","栗山町","くりやまちょう","",""
"01430","北海道","空知総合振興局","そらちそうごうしんこうきょく","月形町","つきがたちょう","1983-03-01","有"
"01431","北海道","空知総合振興局","そらちそうごうしんこうきょく","浦臼町","うらうすちょう","1983-03-01","有"
"01432","北海道","空知総合振興局","そらちそうごうしんこうきょく","新十津川町","しんとつかわちょう","1988-09-01","有"
"01433","北海道","空知総合振興局","そらちそうごうしんこうきょく","妹背牛町","もせうしちょう","1978-10-01","有"
"01434","北海道","空知総合振興局","そらちそうごうしんこうきょく","秩父別町","ちっぷべつちょう","1972-09-01","有"
"01436","北海道","空知総合振興局","そらちそうごうしんこうきょく","雨竜町","うりゅうちょう","1978-10-01","有"
"01437","北海道","空知総合振興局","そらちそうごうしんこうきょく","北竜町","ほくりゅうちょう","1978-10-01","有"
"01438","北海道","空知総合振興局","そらちそうごうしんこうきょく","沼田町","ぬまたちょう","1972-09-01","有"
"01452","北海道","上川総合振興局","かみかわそうごうしんこうきょく","鷹栖町","たかすちょう","",""
"01453","北海道","上川総合振興局","かみかわそうごうしんこうきょく","東神楽町","ひがしかぐらちょう","",""
"01454","北海道","上川総合振興局","かみかわそうごうしんこうきょく","当麻町","とうまちょう","",""
"01455","北海道","上川総合振興局","かみかわそうごうしんこうきょく","比布町","ぴっぷちょう","",""
"01456","北海道","上川総合振興局","かみかわそうごうしんこうきょく","愛別町","あいべつちょう","",""
"01457","北海道","上川総合振興局","かみかわそうごうしんこうきょく","上川町","かみかわちょう","",""
"01458","北海道","上川総合振興局","かみかわそうごうしんこうきょく","東川町","ひがしかわちょう","",""
"01459","北海道","上川総合振興局","かみかわそうごうしんこうきょく","美瑛町","びえいちょう","",""
"01460","北海道","上川総合振興局","かみかわそうごうしんこうきょく","上富良野町","かみふらのちょう","",""
"01461","北海道","上川総合振興局","かみかわそうごうしんこうきょく","中富良野町","なかふらのちょう","",""
"01462","北海道","上川総合振興局","かみかわそうごうしんこうきょく","南富良野町","みなみふらのちょう","",""
"01463","北海道","上川総合振興局","かみかわそうごうしんこうきょく","占冠村","しむかっぷむら","",""
"01464","北海道","上川総合振興局","かみかわそうごうしんこうきょく","和寒町","わっさむちょう","",""
"01465","北海道","上川総合振興局","かみかわそうごうしんこうきょく","剣淵町","けんぶちちょう","1978-01-01","有"
"01468","北海道","上川総合振興局","かみかわそうごうしんこうきょく","下川町","しもかわちょう","",""
"01469","北海道","上川総合振興局","かみかわそうごうしんこうきょく","美深町","びふかちょう","",""
"01470","北海道","上川総合振興局","かみかわそうごうしんこうきょく","音威子府村","おといねっぷむら","",""
"01471","北海道","上川総合振興局","かみかわそうごうしんこうきょく","中川町","なかがわちょう","",""
"01472","北海道","上川総合振興局","かみかわそうごうしんこうきょく","幌加内町","ほろかないちょう","2010-04-01","有"
"01481","北海道","留萌振興局","るもいしんこうきょく","増毛町","ましけちょう","",""
"01482","北海道","留萌振興局","るもいしんこうきょく","小平町","おびらちょう","",""
"01483","北海道","留萌振興局","るもいしんこうきょく","苫前町","とままえちょう","",""
"01484","北海道","留萌振興局","るもいしんこうきょく","羽幌町","はぼろちょう","",""
"01485","北海道","留萌振興局","るもいしんこうきょく","初山別村","しょさんべつむら","",""
"01486","北海道","留萌振興局","るもいしんこうきょく","遠別町","えんべつちょう","",""
"01487","北海道","留萌振興局","るもいしんこうきょく","天塩町","てしおちょう","",""
"01511","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","猿払村","さるふつむら","",""
"01512","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","浜頓別町","はまとんべつちょう","",""
"01513","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","中頓別町","なかとんべつちょう","",""
"01514","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","枝幸町","えさしちょう","2006-03-20","有"
"01516","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","豊富町","とよとみちょう","",""
"01517","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","礼文町","れぶんちょう","",""
"01518","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","利尻町","りしりちょう","",""
"01519","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","利尻富士町","りしりふじちょう","1990-09-30","有"
"01520","北海道","宗谷総合振興局","そうやそうごうしんこうきょく","幌延町","ほろのべちょう","2010-04-01","有"
"01543","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","美幌町","びほろちょう","1989-06-01","有"
"01544","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","津別町","つべつちょう","",""
"01545","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","斜里町","しゃりちょう","",""
"01546","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","清里町","きよさとちょう","",""
"01547","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","小清水町","こしみずちょう","",""
"01549","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","訓子府町","くんねっぷちょう","",""
"01550","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","置戸町","おけとちょう","",""
"01552","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","佐呂間町","さろまちょう","",""
"01555","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","遠軽町","えんがるちょう","2005-10-01","有"
"01559","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","湧別町","ゆうべつちょう","2009-10-05","有"
"01560","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","滝上町","たきのうえちょう","",""
"01561","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","興部町","おこっぺちょう","",""
"01562","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","西興部村","にしおこっぺむら","",""
"01563","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","雄武町","おうむちょう","",""
"01564","北海道","オホーツク総合振興局","おほーつくそうごうしんこうきょく","大空町","おおぞらちょう","2006-03-31","有"
"01571","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","豊浦町","とようらちょう","",""
"01575","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","壮瞥町","そうべつちょう","",""
"01578","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","白老町","しらおいちょう","",""
"01581","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","厚真町","あつまちょう","",""
"01584","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","洞爺湖町","とうやこちょう","2006-03-27","有"
"01585","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","安平町","あびらちょう","2006-03-27","有"
"01586","北海道","胆振総合振興局","いぶりそうごうしんこうきょく","むかわ町","むかわちょう","2006-03-27","有"
"01601","北海道","日高振興局","ひだかしんこうきょく","日高町","ひだかちょう","2006-03-01","有"
"01602","北海道","日高振興局","ひだかしんこうきょく","平取町","びらとりちょう","",""
"01604","北海道","日高振興局","ひだかしんこうきょく","新冠町","にいかっぷちょう","",""
"01607","北海道","日高振興局","ひだかしんこうきょく","浦河町","うらかわちょう","",""
"01608","北海道","日高振興局","ひだかしんこうきょく","様似町","さまにちょう","",""
"01609","北海道","日高振興局","ひだかしんこうきょく","えりも町","えりもちょう","1970-10-01","有"
"01610","北海道","日高振興局","ひだかしんこうきょく","新ひだか町","しんひだかちょう","2006-03-31","有"
"01631","北海道","十勝総合振興局","とかちそうごうしんこうきょく","音更町","おとふけちょう","",""
"01632","北海道","十勝総合振興局","とかちそうごうしんこうきょく","士幌町","しほろちょう","",""
"01633","北海道","十勝総合振興局","とかちそうごうしんこうきょく","上士幌町","かみしほろちょう","",""
"01634","北海道","十勝総合振興局","とかちそうごうしんこうきょく","鹿追町","しかおいちょう","",""
"01635","北海道","十勝総合振興局","とかちそうごうしんこうきょく","新得町","しんとくちょう","",""
"01636","北海道","十勝総合振興局","とかちそうごうしんこうきょく","清水町","しみずちょう","",""
"01637","北海道","十勝総合振興局","とかちそうごうしんこうきょく","芽室町","めむろちょう","",""
"01638","北海道","十勝総合振興局","とかちそうごうしんこうきょく","中札内村","なかさつないむら","",""
"01639","北海道","十勝総合振興局","とかちそうごうしんこうきょく","更別村","さらべつむら","2011-06-01","有"
"01641","北海道","十勝総合振興局","とかちそうごうしんこうきょく","大樹町","たいきちょう","",""
"01642","北海道","十勝総合振興局","とかちそうごうしんこうきょく","広尾町","ひろおちょう","",""
"01643","北海道","十勝総合振興局","とかちそうごうしんこうきょく","幕別町","まくべつちょう","2011-06-01","有"
"01644","北海道","十勝総合振興局","とかちそうごうしんこうきょく","池田町","いけだちょう","",""
"01645","北海道","十勝総合振興局","とかちそうごうしんこうきょく","豊頃町","とよころちょう","",""
"01646","北海道","十勝総合振興局","とかちそうごうしんこうきょく","本別町","ほんべつちょう","",""
"01647","北海道","十勝総合振興局","とかちそうごうしんこうきょく","足寄町","あしょろちょう","",""
"01648","北海道","十勝総合振興局","とかちそうごうしんこうきょく","陸別町","りくべつちょう","",""
"01649","北海道","十勝総合振興局","とかちそうごうしんこうきょく","浦幌町","うらほろちょう","",""
"01661","北海道","釧路総合振興局","くしろそうごうしんこうきょく","釧路町","くしろちょう","1980-04-01","有"
"01662","北海道","釧路総合振興局","くしろそうごうしんこうきょく","厚岸町","あっけしちょう","",""
"01663","北海道","釧路総合振興局","くしろそうごうしんこうきょく","浜中町","はまなかちょう","",""
"01664","北海道","釧路総合振興局","くしろそうごうしんこうきょく","標茶町","しべちゃちょう","",""
"01665","北海道","釧路総合振興局","くしろそうごうしんこうきょく","弟子屈町","てしかがちょう","",""
"01667","北海道","釧路総合振興局","くしろそうごうしんこうきょく","鶴居村","つるいむら","",""
"01668","北海道","釧路総合振興局","くしろそうごうしんこうきょく","白糠町","しらぬかちょう","",""
"01691","北海道","根室振興局","ねむろしんこうきょく","別海町","べつかいちょう","1971-04-01","有"
"01692","北海道","根室振興局","ねむろしんこうきょく","中標津町","なかしべつちょう","",""
"01693","北海道","根室振興局","ねむろしんこうきょく","標津町","しべつちょう","",""
"01694","北海道","根室振興局","ねむろしんこうきょく","羅臼町","らうすちょう","",""
"01695","北海道","根室振興局","ねむろしんこうきょく","色丹村","しこたんむら","1983-04-01",""
"01696","北海道","根室振興局","ねむろしんこうきょく","泊村","とまりむら","1983-04-01",""
"01697","北海道","根室振興局","ねむろしんこうきょく","留夜別村","るよべつむら","1983-04-01",""
"01698","北海道","根室振興局","ねむろしんこうきょく","留別村","るべつむら","1983-04-01",""
"01699","北海道","根室振興局","ねむろしんこうきょく","紗那村","しゃなむら","1983-04-01",""
"01700","北海道","根室振興局","ねむろしんこうきょく","蘂取村","しべとろむら","1983-04-01",""
"02201","青森県","","","青森市","あおもりし","2007-09-01","有"
"02202","青森県","","","弘前市","ひろさきし","2006-02-27","有"
"02203","青森県","","","八戸市","はちのへし","2017-01-01","有"
"02204","青森県","","","黒石市","くろいしし","1980-09-01","有"
"02205","青森県","","","五所川原市","ごしょがわらし","2005-12-01","有"
"02206","青森県","","","十和田市","とわだし","2008-12-25","有"
"02207","青森県","","","三沢市","みさわし","",""
"02208","青森県","","","むつ市","むつし","2005-03-14","有"
"02209","青森県","","","つがる市","つがるし","2005-02-11","有"
"02210","青森県","","","平川市","ひらかわし","2006-01-01","有"
"02301","青森県","東津軽郡","ひがしつがるぐん","平内町","ひらないまち","",""
"02303","青森県","東津軽郡","ひがしつがるぐん","今別町","いまべつまち","",""
"02304","青森県","東津軽郡","ひがしつがるぐん","蓬田村","よもぎたむら","",""
"02307","青森県","東津軽郡","ひがしつがるぐん","外ヶ浜町","そとがはままち","2005-03-28","有"
"02321","青森県","西津軽郡","にしつがるぐん","鰺ヶ沢町","あじがさわまち","1982-05-01","有"
"02323","青森県","西津軽郡","にしつがるぐん","深浦町","ふかうらまち","2005-03-31","有"
"02343","青森県","中津軽郡","なかつがるぐん","西目屋村","にしめやむら","1975-09-01","有"
"02361","青森県","南津軽郡","みなみつがるぐん","藤崎町","ふじさきまち","2007-09-01","有"
"02362","青森県","南津軽郡","みなみつがるぐん","大鰐町","おおわにまち","1977-12-01","有"
"02367","青森県","南津軽郡","みなみつがるぐん","田舎館村","いなかだてむら","1979-12-01","有"
"02381","青森県","北津軽郡","きたつがるぐん","板柳町","いたやなぎまち","2004-07-01","有"
"02384","青森県","北津軽郡","きたつがるぐん","鶴田町","つるたまち","1990-11-01","有"
"02387","青森県","北津軽郡","きたつがるぐん","中泊町","なかどまりまち","2005-03-28","有"
"02401","青森県","上北郡","かみきたぐん","野辺地町","のへじまち","",""
"02402","青森県","上北郡","かみきたぐん","七戸町","しちのへまち","2005-03-31","有"
"02405","青森県","上北郡","かみきたぐん","六戸町","ろくのへまち","1986-12-01","有"
"02406","青森県","上北郡","かみきたぐん","横浜町","よこはままち","",""
"02408","青森県","上北郡","かみきたぐん","東北町","とうほくまち","2005-03-31","有"
"02411","青森県","上北郡","かみきたぐん","六ヶ所村","ろっかしょむら","1991-12-01","有"
"02412","青森県","上北郡","かみきたぐん","おいらせ町","おいらせちょう","2006-03-01","有"
"02423","青森県","下北郡","しもきたぐん","大間町","おおままち","",""
"02424","青森県","下北郡","しもきたぐん","東通村","ひがしどおりむら","",""
"02425","青森県","下北郡","しもきたぐん","風間浦村","かざまうらむら","",""
"02426","青森県","下北郡","しもきたぐん","佐井村","さいむら","1986-03-17","有"
"02441","青森県","三戸郡","さんのへぐん","三戸町","さんのへまち","1989-12-01","有"
"02442","青森県","三戸郡","さんのへぐん","五戸町","ごのへまち","2004-07-01","有"
"02443","青森県","三戸郡","さんのへぐん","田子町","たっこまち","1989-12-01","有"
"02445","青森県","三戸郡","さんのへぐん","南部町","なんぶちょう","2006-01-01","有"
"02446","青森県","三戸郡","さんのへぐん","階上町","はしかみちょう","1988-12-20","有"
"02450","青森県","三戸郡","さんのへぐん","新郷村","しんごうむら","1974-06-01","有"
"03201","岩手県","","","盛岡市","もりおかし","2008-04-01","有"
"03202","岩手県","","","宮古市","みやこし","2010-01-01","有"
"03203","岩手県","","","大船渡市","おおふなとし","2001-11-15","有"
"03205","岩手県","","","花巻市","はなまきし","2013-04-01","有"
"03206","岩手県","","","北上市","きたかみし","2013-04-01","有"
"03207","岩手県","","","久慈市","くじし","2006-03-06","有"
"03208","岩手県","","","遠野市","とおのし","2005-10-01","有"
"03209","岩手県","","","一関市","いちのせきし","2017-09-04","有"
"03210","岩手県","","","陸前高田市","りくぜんたかたし","",""
"03211","岩手県","","","釜石市","かまいしし","",""
"03213","岩手県","","","二戸市","にのへし","2006-01-01","有"
"03214","岩手県","","","八幡平市","はちまんたいし","2005-09-01","有"
"03215","岩手県","","","奥州市","おうしゅうし","2009-07-01","有"
"03216","岩手県","","","滝沢市","たきざわし","2014-01-01","有"
"03301","岩手県","岩手郡","いわてぐん","雫石町","しずくいしちょう","1972-03-01","有"
"03302","岩手県","岩手郡","いわてぐん","葛巻町","くずまきまち","",""
"03303","岩手県","岩手郡","いわてぐん","岩手町","いわてまち","2001-12-01","有"
"03321","岩手県","紫波郡","しわぐん","紫波町","しわちょう","2000-07-01","有"
"03322","岩手県","紫波郡","しわぐん","矢巾町","やはばちょう","2000-07-01","有"
"03366","岩手県","和賀郡","わがぐん","西和賀町","にしわがまち","2005-11-01","有"
"03381","岩手県","胆沢郡","いさわぐん","金ケ崎町","かねがさきちょう","2003-04-01","有"
"03402","岩手県","西磐井郡","にしいわいぐん","平泉町","ひらいずみちょう","2012-07-01","有"
"03441","岩手県","気仙郡","けせんぐん","住田町","すみたちょう","",""
"03461","岩手県","上閉伊郡","かみへいぐん","大槌町","おおつちちょう","",""
"03482","岩手県","下閉伊郡","しもへいぐん","山田町","やまだまち","",""
"03483","岩手県","下閉伊郡","しもへいぐん","岩泉町","いわいずみちょう","",""
"03484","岩手県","下閉伊郡","しもへいぐん","田野畑村","たのはたむら","",""
"03485","岩手県","下閉伊郡","しもへいぐん","普代村","ふだいむら","",""
"03501","岩手県","九戸郡","くのへぐん","軽米町","かるまいまち","2000-04-01","有"
"03503","岩手県","九戸郡","くのへぐん","野田村","のだむら","",""
"03506","岩手県","九戸郡","くのへぐん","九戸村","くのへむら","2000-04-01","有"
"03507","岩手県","九戸郡","くのへぐん","洋野町","ひろのちょう","2006-01-01","有"
"03524","岩手県","二戸郡","にのへぐん","一戸町","いちのへまち","",""
"04100","宮城県","仙台市","せんだいし","","","2019-04-01","有"
"04101","宮城県","仙台市","せんだいし","青葉区","あおばく","1989-04-01","有"
"04102","宮城県","仙台市","せんだいし","宮城野区","みやぎのく","1989-04-01","有"
"04103","宮城県","仙台市","せんだいし","若林区","わかばやしく","1989-04-01","有"
"04104","宮城県","仙台市","せんだいし","太白区","たいはくく","1989-04-01","有"
"04105","宮城県","仙台市","せんだいし","泉区","いずみく","1989-04-01","有"
"04202","宮城県","","","石巻市","いしのまきし","2019-02-01","有"
"04203","宮城県","","","塩竈市","しおがまし","1996-01-24","有"
"04205","宮城県","","","気仙沼市","けせんぬまし","2009-09-01","有"
"04206","宮城県","","","白石市","しろいしし","1980-03-01","有"
"04207","宮城県","","","名取市","なとりし","2020-04-01","有"
"04208","宮城県","","","角田市","かくだし","",""
"04209","宮城県","","","多賀城市","たがじょうし","2013-07-01","有"
"04211","宮城県","","","岩沼市","いわぬまし","2020-04-01","有"
"04212","宮城県","","","登米市","とめし","2023-05-31","有"
"04213","宮城県","","","栗原市","くりはらし","2023-05-31","有"
"04214","宮城県","","","東松島市","ひがしまつしまし","2020-02-01","有"
"04215","宮城県","","","大崎市","おおさきし","2019-02-01","有"
"04216","宮城県","","","富谷市","とみやし","2016-10-10","有"
"04301","宮城県","刈田郡","かったぐん","蔵王町","ざおうまち","1980-03-01","有"
"04302","宮城県","刈田郡","かったぐん","七ヶ宿町","しちかしゅくまち","1984-11-30","有"
"04321","宮城県","柴田郡","しばたぐん","大河原町","おおがわらまち","1996-11-20","有"
"04322","宮城県","柴田郡","しばたぐん","村田町","むらたまち","1996-11-20","有"
"04323","宮城県","柴田郡","しばたぐん","柴田町","しばたまち","1973-01-20","有"
"04324","宮城県","柴田郡","しばたぐん","川崎町","かわさきまち","",""
"04341","宮城県","伊具郡","いぐぐん","丸森町","まるもりまち","",""
"04361","宮城県","亘理郡","わたりぐん","亘理町","わたりちょう","1990-05-01","有"
"04362","宮城県","亘理郡","わたりぐん","山元町","やまもとちょう","1990-05-01","有"
"04401","宮城県","宮城郡","みやぎぐん","松島町","まつしままち","2015-07-01","有"
"04404","宮城県","宮城郡","みやぎぐん","七ヶ浜町","しちがはままち","1975-04-01","有"
"04406","宮城県","宮城郡","みやぎぐん","利府町","りふちょう","1996-01-24","有"
"04421","宮城県","黒川郡","くろかわぐん","大和町","たいわちょう","1999-12-01","有"
"04422","宮城県","黒川郡","くろかわぐん","大郷町","おおさとちょう","2003-03-01","有"
"04424","宮城県","黒川郡","くろかわぐん","大衡村","おおひらむら","1991-04-01","有"
"04444","宮城県","加美郡","かみぐん","色麻町","しかまちょう","2021-10-01","有"
"04445","宮城県","加美郡","かみぐん","加美町","かみまち","2021-10-01","有"
"04501","宮城県","遠田郡","とおだぐん","涌谷町","わくやちょう","2007-07-01","有"
"04505","宮城県","遠田郡","とおだぐん","美里町","みさとまち","2020-02-01","有"
"04581","宮城県","牡鹿郡","おしかぐん","女川町","おながわちょう","",""
"04606","宮城県","本吉郡","もとよしぐん","南三陸町","みなみさんりくちょう","2005-10-01","有"
"05201","秋田県","","","秋田市","あきたし","2005-01-11","有"
"05202","秋田県","","","能代市","のしろし","2008-03-05","有"
"05203","秋田県","","","横手市","よこてし","2006-09-01","有"
"05204","秋田県","","","大館市","おおだてし","2005-06-20","有"
"05206","秋田県","","","男鹿市","おがし","2005-03-22","有"
"05207","秋田県","","","湯沢市","ゆざわし","2005-03-22","有"
"05209","秋田県","","","鹿角市","かづのし","1998-06-01","有"
"05210","秋田県","","","由利本荘市","ゆりほんじょうし","2005-03-22","有"
"05211","秋田県","","","潟上市","かたがみし","2005-03-22","有"
"05212","秋田県","","","大仙市","だいせんし","2017-02-22","有"
"05213","秋田県","","","北秋田市","きたあきたし","2005-03-22","有"
"05214","秋田県","","","にかほ市","にかほし","2005-10-01","有"
"05215","秋田県","","","仙北市","せんぼくし","2005-09-20","有"
"05303","秋田県","鹿角郡","かづのぐん","小坂町","こさかまち","2008-12-25","有"
"05327","秋田県","北秋田郡","きたあきたぐん","上小阿仁村","かみこあにむら","",""
"05346","秋田県","山本郡","やまもとぐん","藤里町","ふじさとまち","1973-11-01","有"
"05348","秋田県","山本郡","やまもとぐん","三種町","みたねちょう","2008-03-05","有"
"05349","秋田県","山本郡","やまもとぐん","八峰町","はっぽうちょう","2006-03-27","有"
"05361","秋田県","南秋田郡","みなみあきたぐん","五城目町","ごじょうめまち","1976-11-01","有"
