"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"13221","東京都","","","清瀬市","きよせし","1970-10-01","有"
"13222","東京都","","","東久留米市","ひがしくるめし","1985-02-08","有"
"13223","東京都","","","武蔵村山市","むさしむらやまし","1970-11-03","有"
"13224","東京都","","","多摩市","たまし","2002-01-01","有"
"13225","東京都","","","稲城市","いなぎし","1971-11-01","有"
"13227","東京都","","","羽村市","はむらし","1991-11-01","有"
"13228","東京都","","","あきる野市","あきるのし","1995-09-01","有"
"13229","東京都","","","西東京市","にしとうきょうし","2001-01-21","有"
"13303","東京都","西多摩郡","にしたまぐん","瑞穂町","みずほまち","",""
"13305","東京都","西多摩郡","にしたまぐん","日の出町","ひのでまち","1974-06-01","有"
"13307","東京都","西多摩郡","にしたまぐん","檜原村","ひのはらむら","",""
"13308","東京都","西多摩郡","にしたまぐん","奥多摩町","おくたままち","",""
"13361","東京都","大島支庁","おおしましちょう","大島町","おおしままち","",""
"13362","東京都","大島支庁","おおしましちょう","利島村","としまむら","",""
"13363","東京都","大島支庁","おおしましちょう","新島村","にいじまむら","1992-04-01","有"
"13364","東京都","大島支庁","おおしましちょう","神津島村","こうづしまむら","",""
"13381","東京都","三宅支庁","みやけしちょう","三宅村","みやけむら","",""
"13382","東京都","三宅支庁","みやけしちょう","御蔵島村","みくらじまむら","",""
"13401","東京都","八丈支庁","はちじょうしちょう","八丈町","はちじょうまち","",""
"13402","東京都","八丈支庁","はちじょうしちょう","青ヶ島村","あおがしまむら","",""
"13421","東京都","小笠原支庁","おがさわらしちょう","小笠原村","おがさわらむら","",""
"14100","神奈川県","横浜市","よこはまし","","","1988-06-01","有"
"14101","神奈川県","横浜市","よこはまし","鶴見区","つるみく","",""
"14102","神奈川県","横浜市","よこはまし","神奈川区","かながわく","",""
"14103","神奈川県","横浜市","よこはまし","西区","にしく","",""
"14104","神奈川県","横浜市","よこはまし","中区","なかく","",""
"14105","神奈川県","横浜市","よこはまし","南区","みなみく","",""
"14106","神奈川県","横浜市","よこはまし","保土ケ谷区","ほどがやく","",""
"14107","神奈川県","横浜市","よこはまし","磯子区","いそごく","",""
"14108","神奈川県","横浜市","よこはまし","金沢区","かなざわく","",""
"14109","神奈川県","横浜市","よこはまし","港北区","こうほくく","1994-11-06","有"
"14110","神奈川県","横浜市","よこはまし","戸塚区","とつかく","1986-11-03","有"
"14111","神奈川県","横浜市","よこはまし","港南区","こうなんく","",""
"14112","神奈川県","横浜市","よこはまし","旭区","あさひく","",""
"14113","神奈川県","横浜市","よこはまし","緑区","みどりく","1994-11-06","有"
"14114","神奈川県","横浜市","よこはまし","瀬谷区","せやく","",""
"14115","神奈川県","横浜市","よこはまし","栄区","さかえく","1986-11-03","有"
"14116","神奈川県","横浜市","よこはまし","泉区","いずみく","1986-11-03","有"
"14117","神奈川県","横浜市","よこはまし","青葉区","あおばく","1994-11-06","有"
"14118","神奈川県","横浜市","よこはまし","都筑区","つづきく","1994-11-06","有"
"14130","神奈川県","川崎市","かわさきし","","","1975-02-15","有"
"14131","神奈川県","川崎市","かわさきし","川崎区","かわさきく","1972-04-01","有"
"14132","神奈川県","川崎市","かわさきし","幸区","さいわいく","1972-04-01","有"
"14133","神奈川県","川崎市","かわさきし","中原区","なかはらく","1972-04-01","有"
"14134","神奈川県","川崎市","かわさきし","高津区","たかつく","1982-07-01","有"
"14135","神奈川県","川崎市","かわさきし","多摩区","たまく","1982-07-01","有"
"14136","神奈川県","川崎市","かわさきし","宮前区","みやまえく","1982-07-01","有"
"14137","神奈川県","川崎市","かわさきし","麻生区","あさおく","1982-07-01","有"
"14150","神奈川県","相模原市","さがみはらし","","","2020-12-01","有"
"14151","神奈川県","相模原市","さがみはらし","緑区","みどりく","2010-04-01","有"
"14152","神奈川県","相模原市","さがみはらし","中央区","ちゅうおうく","2010-04-01","有"
"14153","神奈川県","相模原市","さがみはらし","南区","みなみく","2010-04-01","有"
"14201","神奈川県","","","横須賀市","よこすかし","2001-04-01","有"
"14203","神奈川県","","","平塚市","ひらつかし","2001-04-01","有"
"14204","神奈川県","","","鎌倉市","かまくらし","1972-05-01","有"
"14205","神奈川県","","","藤沢市","ふじさわし","1971-03-25","有"
"14206","神奈川県","","","小田原市","おだわらし","2000-11-01","有"
"14207","神奈川県","","","茅ヶ崎市","ちがさきし","2003-04-01","有"
"14208","神奈川県","","","逗子市","ずしし","1975-02-15","有"
"14210","神奈川県","","","三浦市","みうらし","",""
"14211","神奈川県","","","秦野市","はだのし","1972-02-01","有"
"14212","神奈川県","","","厚木市","あつぎし","2002-04-01","有"
"14213","神奈川県","","","大和市","やまとし","2000-11-01","有"
"14214","神奈川県","","","伊勢原市","いせはらし","1975-05-01","有"
"14215","神奈川県","","","海老名市","えびなし","1982-09-01","有"
"14216","神奈川県","","","座間市","ざまし","1971-11-01","有"
"14217","神奈川県","","","南足柄市","みなみあしがらし","2001-01-10","有"
"14218","神奈川県","","","綾瀬市","あやせし","1982-09-01","有"
"14301","神奈川県","三浦郡","みうらぐん","葉山町","はやままち","1975-02-15","有"
"14321","神奈川県","高座郡","こうざぐん","寒川町","さむかわまち","",""
"14341","神奈川県","中郡","なかぐん","大磯町","おおいそまち","",""
"14342","神奈川県","中郡","なかぐん","二宮町","にのみやまち","",""
"14361","神奈川県","足柄上郡","あしがらかみぐん","中井町","なかいまち","",""
"14362","神奈川県","足柄上郡","あしがらかみぐん","大井町","おおいまち","1998-04-01","有"
"14363","神奈川県","足柄上郡","あしがらかみぐん","松田町","まつだまち","1998-04-01","有"
"14364","神奈川県","足柄上郡","あしがらかみぐん","山北町","やまきたまち","",""
"14366","神奈川県","足柄上郡","あしがらかみぐん","開成町","かいせいまち","2001-01-10","有"
"14382","神奈川県","足柄下郡","あしがらしもぐん","箱根町","はこねまち","",""
"14383","神奈川県","足柄下郡","あしがらしもぐん","真鶴町","まなづるまち","",""
"14384","神奈川県","足柄下郡","あしがらしもぐん","湯河原町","ゆがわらまち","",""
"14401","神奈川県","愛甲郡","あいこうぐん","愛川町","あいかわまち","1971-09-01","有"
"14402","神奈川県","愛甲郡","あいこうぐん","清川村","きよかわむら","",""
"15100","新潟県","新潟市","にいがたし","","","2023-03-11","有"
"15101","新潟県","新潟市","にいがたし","北区","きたく","2007-04-01","有"
"15102","新潟県","新潟市","にいがたし","東区","ひがしく","2007-04-01","有"
"15103","新潟県","新潟市","にいがたし","中央区","ちゅうおうく","2007-04-01","有"
"15104","新潟県","新潟市","にいがたし","江南区","こうなんく","2007-04-01","有"
"15105","新潟県","新潟市","にいがたし","秋葉区","あきはく","2007-04-01","有"
"15106","新潟県","新潟市","にいがたし","南区","みなみく","2007-04-01","有"
"15107","新潟県","新潟市","にいがたし","西区","にしく","2007-04-01","有"
"15108","新潟県","新潟市","にいがたし","西蒲区","にしかんく","2007-04-01","有"
"15202","新潟県","","","長岡市","ながおかし","2022-03-09","有"
"15204","新潟県","","","三条市","さんじょうし","2011-03-26","有"
"15205","新潟県","","","柏崎市","かしわざきし","2005-05-01","有"
"15206","新潟県","","","新発田市","しばたし","2018-06-09","有"
"15208","新潟県","","","小千谷市","おぢやし","1995-10-25","有"
"15209","新潟県","","","加茂市","かもし","2011-03-26","有"
"15210","新潟県","","","十日町市","とおかまちし","2005-04-01","有"
"15211","新潟県","","","見附市","みつけし","2015-10-01","有"
"15212","新潟県","","","村上市","むらかみし","2010-06-16","有"
"15213","新潟県","","","燕市","つばめし","2023-03-11","有"
"15216","新潟県","","","糸魚川市","いといがわし","2005-03-19","有"
"15217","新潟県","","","妙高市","みょうこうし","2009-03-14","有"
"15218","新潟県","","","五泉市","ごせんし","2016-12-03","有"
"15222","新潟県","","","上越市","じょうえつし","2009-03-14","有"
"15223","新潟県","","","阿賀野市","あがのし","2016-12-03","有"
"15224","新潟県","","","佐渡市","さどし","2004-03-01","有"
"15225","新潟県","","","魚沼市","うおぬまし","2004-11-01","有"
"15226","新潟県","","","南魚沼市","みなみうおぬまし","2005-10-01","有"
"15227","新潟県","","","胎内市","たいないし","2010-06-16","有"
"15307","新潟県","北蒲原郡","きたかんばらぐん","聖籠町","せいろうまち","2018-06-09","有"
"15342","新潟県","西蒲原郡","にしかんばらぐん","弥彦村","やひこむら","2018-05-30","有"
"15361","新潟県","南蒲原郡","みなみかんばらぐん","田上町","たがみまち","1973-08-01","有"
"15385","新潟県","東蒲原郡","ひがしかんばらぐん","阿賀町","あがまち","2005-04-01","有"
"15405","新潟県","三島郡","さんとうぐん","出雲崎町","いずもざきまち","1979-05-01","有"
"15461","新潟県","南魚沼郡","みなみうおぬまぐん","湯沢町","ゆざわまち","1982-03-23","有"
"15482","新潟県","中魚沼郡","なかうおぬまぐん","津南町","つなんまち","1997-12-27","有"
"15504","新潟県","刈羽郡","かりわぐん","刈羽村","かりわむら","2002-03-16","有"
"15581","新潟県","岩船郡","いわふねぐん","関川村","せきかわむら","1972-09-01","有"
"15586","新潟県","岩船郡","いわふねぐん","粟島浦村","あわしまうらむら","",""
"16201","富山県","","","富山市","とやまし","2005-04-01","有"
"16202","富山県","","","高岡市","たかおかし","2005-11-01","有"
"16204","富山県","","","魚津市","うおづし","1989-06-01","有"
"16205","富山県","","","氷見市","ひみし","",""
"16206","富山県","","","滑川市","なめりかわし","1991-03-25","有"
"16207","富山県","","","黒部市","くろべし","2006-03-31","有"
"16208","富山県","","","砺波市","となみし","2004-11-01","有"
"16209","富山県","","","小矢部市","おやべし","1992-03-01","有"
"16210","富山県","","","南砺市","なんとし","2004-11-01","有"
"16211","富山県","","","射水市","いみずし","2005-11-01","有"
"16321","富山県","中新川郡","なかにいかわぐん","舟橋村","ふなはしむら","2000-03-01","有"
"16322","富山県","中新川郡","なかにいかわぐん","上市町","かみいちまち","1991-03-25","有"
"16323","富山県","中新川郡","なかにいかわぐん","立山町","たてやままち","2000-03-01","有"
"16342","富山県","下新川郡","しもにいかわぐん","入善町","にゅうぜんまち","2014-12-01","有"
"16343","富山県","下新川郡","しもにいかわぐん","朝日町","あさひまち","2014-12-01","有"
"17201","石川県","","","金沢市","かなざわし","1999-05-01","有"
"17202","石川県","","","七尾市","ななおし","2022-03-01","有"
"17203","石川県","","","小松市","こまつし","2008-09-01","有"
"17204","石川県","","","輪島市","わじまし","2006-02-01","有"
"17205","石川県","","","珠洲市","すずし","",""
"17206","石川県","","","加賀市","かがし","2008-09-01","有"
"17207","石川県","","","羽咋市","はくいし","2006-08-01","有"
"17209","石川県","","","かほく市","かほくし","2014-03-01","有"
"17210","石川県","","","白山市","はくさんし","2013-06-01","有"
"17211","石川県","","","能美市","のみし","2005-02-01","有"
"17212","石川県","","","野々市市","ののいちし","2013-06-01","有"
"17324","石川県","能美郡","のみぐん","川北町","かわきたまち","1993-04-01","有"
"17361","石川県","河北郡","かほくぐん","津幡町","つばたまち","2014-03-01","有"
"17365","石川県","河北郡","かほくぐん","内灘町","うちなだまち","1978-03-30","有"
"17384","石川県","羽咋郡","はくいぐん","志賀町","しかまち","2005-09-01","有"
"17386","石川県","羽咋郡","はくいぐん","宝達志水町","ほうだつしみずちょう","2006-08-01","有"
"17407","石川県","鹿島郡","かしまぐん","中能登町","なかのとまち","2022-03-01","有"
"17461","石川県","鳳珠郡","ほうすぐん","穴水町","あなみずまち","2005-03-01","有"
"17463","石川県","鳳珠郡","ほうすぐん","能登町","のとちょう","2005-03-01","有"
"18201","福井県","","","福井市","ふくいし","2019-04-01","有"
"18202","福井県","","","敦賀市","つるがし","",""
"18204","福井県","","","小浜市","おばまし","1993-02-04","有"
"18205","福井県","","","大野市","おおのし","2005-11-07","有"
"18206","福井県","","","勝山市","かつやまし","",""
"18207","福井県","","","鯖江市","さばえし","1988-06-01","有"
"18208","福井県","","","あわら市","あわらし","2007-04-03","有"
"18209","福井県","","","越前市","えちぜんし","2005-10-01","有"
"18210","福井県","","","坂井市","さかいし","2017-08-22","有"
"18322","福井県","吉田郡","よしだぐん","永平寺町","えいへいじちょう","2006-02-13","有"
"18382","福井県","今立郡","いまだてぐん","池田町","いけだちょう","",""
"18404","福井県","南条郡","なんじょうぐん","南越前町","みなみえちぜんちょう","2005-01-01","有"
"18423","福井県","丹生郡","にゅうぐん","越前町","えちぜんちょう","2005-02-01","有"
"18442","福井県","三方郡","みかたぐん","美浜町","みはまちょう","1985-03-01","有"
"18481","福井県","大飯郡","おおいぐん","高浜町","たかはまちょう","",""
"18483","福井県","大飯郡","おおいぐん","おおい町","おおいちょう","2006-03-03","有"
"18501","福井県","三方上中郡","みかたかみなかぐん","若狭町","わかさちょう","2005-03-31","有"
"19201","山梨県","","","甲府市","こうふし","2019-04-01","有"
"19202","山梨県","","","富士吉田市","ふじよしだし","",""
"19204","山梨県","","","都留市","つるし","",""
"19205","山梨県","","","山梨市","やまなしし","2005-03-22","有"
"19206","山梨県","","","大月市","おおつきし","",""
"19207","山梨県","","","韮崎市","にらさきし","",""
"19208","山梨県","","","南アルプス市","みなみあるぷすし","2010-07-30","有"
"19209","山梨県","","","北杜市","ほくとし","2006-03-15","有"
"19210","山梨県","","","甲斐市","かいし","2004-09-01","有"
"19211","山梨県","","","笛吹市","ふえふきし","2006-08-01","有"
"19212","山梨県","","","上野原市","うえのはらし","2005-02-13","有"
"19213","山梨県","","","甲州市","こうしゅうし","2005-11-01","有"
"19214","山梨県","","","中央市","ちゅうおうし","2006-02-20","有"
"19346","山梨県","西八代郡","にしやつしろぐん","市川三郷町","いちかわみさとちょう","2016-04-26","有"
"19364","山梨県","南巨摩郡","みなみこまぐん","早川町","はやかわちょう","",""
"19365","山梨県","南巨摩郡","みなみこまぐん","身延町","みのぶちょう","2004-09-13","有"
"19366","山梨県","南巨摩郡","みなみこまぐん","南部町","なんぶちょう","2003-03-01","有"
"19368","山梨県","南巨摩郡","みなみこまぐん","富士川町","ふじかわちょう","2016-04-26","有"
"19384","山梨県","中巨摩郡","なかこまぐん","昭和町","しょうわちょう","2010-07-30","有"
"19422","山梨県","南都留郡","みなみつるぐん","道志村","どうしむら","",""
"19423","山梨県","南都留郡","みなみつるぐん","西桂町","にしかつらちょう","",""
"19424","山梨県","南都留郡","みなみつるぐん","忍野村","おしのむら","",""
"19425","山梨県","南都留郡","みなみつるぐん","山中湖村","やまなかこむら","",""
"19429","山梨県","南都留郡","みなみつるぐん","鳴沢村","なるさわむら","",""
"19430","山梨県","南都留郡","みなみつるぐん","富士河口湖町","ふじかわぐちこまち","2006-03-01","有"
"19442","山梨県","北都留郡","きたつるぐん","小菅村","こすげむら","",""
"19443","山梨県","北都留郡","きたつるぐん","丹波山村","たばやまむら","",""
"20201","長野県","","","長野市","ながのし","2010-01-01","有"
"20202","長野県","","","松本市","まつもとし","2021-04-01","有"
"20203","長野県","","","上田市","うえだし","2006-03-06","有"
"20204","長野県","","","岡谷市","おかやし","1983-08-01","有"
"20205","長野県","","","飯田市","いいだし","2005-10-01","有"
"20206","長野県","","","諏訪市","すわし","2009-07-01","有"
"20207","長野県","","","須坂市","すざかし","1971-04-30","有"
"20208","長野県","","","小諸市","こもろし","2013-02-01","有"
"20209","長野県","","","伊那市","いなし","2006-03-31","有"
"20210","長野県","","","駒ヶ根市","こまがねし","",""
"20211","長野県","","","中野市","なかのし","2005-04-01","有"
"20212","長野県","","","大町市","おおまちし","2006-01-01","有"
"20213","長野県","","","飯山市","いいやまし","2000-04-01","有"
"20214","長野県","","","茅野市","ちのし","2009-07-01","有"
"20215","長野県","","","塩尻市","しおじりし","2005-04-01","有"
"20217","長野県","","","佐久市","さくし","2013-02-01","有"
"20218","長野県","","","千曲市","ちくまし","2003-09-01","有"
"20219","長野県","","","東御市","とうみし","2004-04-01","有"
"20220","長野県","","","安曇野市","あづみのし","2005-10-01","有"
"20303","長野県","南佐久郡","みなみさくぐん","小海町","こうみまち","",""
"20304","長野県","南佐久郡","みなみさくぐん","川上村","かわかみむら","",""
"20305","長野県","南佐久郡","みなみさくぐん","南牧村","みなみまきむら","",""
"20306","長野県","南佐久郡","みなみさくぐん","南相木村","みなみあいきむら","",""
"20307","長野県","南佐久郡","みなみさくぐん","北相木村","きたあいきむら","",""
"20309","長野県","南佐久郡","みなみさくぐん","佐久穂町","さくほまち","2005-03-20","有"
"20321","長野県","北佐久郡","きたさくぐん","軽井沢町","かるいざわまち","1971-08-10","有"
"20323","長野県","北佐久郡","きたさくぐん","御代田町","みよたまち","1997-11-07","有"
"20324","長野県","北佐久郡","きたさくぐん","立科町","たてしなまち","1988-06-22","有"
"20349","長野県","小県郡","ちいさがたぐん","青木村","あおきむら","1976-12-01","有"
"20350","長野県","小県郡","ちいさがたぐん","長和町","ながわまち","2005-10-01","有"
"20361","長野県","諏訪郡","すわぐん","下諏訪町","しもすわまち","1983-08-01","有"
"20362","長野県","諏訪郡","すわぐん","富士見町","ふじみまち","2004-06-01","有"
"20363","長野県","諏訪郡","すわぐん","原村","はらむら","2004-06-01","有"
"20382","長野県","上伊那郡","かみいなぐん","辰野町","たつのまち","",""
"20383","長野県","上伊那郡","かみいなぐん","箕輪町","みのわまち","1991-06-01","有"
"20384","長野県","上伊那郡","かみいなぐん","飯島町","いいじままち","1986-03-01","有"
"20385","長野県","上伊那郡","かみいなぐん","南箕輪村","みなみみのわむら","1975-12-01","有"
"20386","長野県","上伊那郡","かみいなぐん","中川村","なかがわむら","1986-03-01","有"
"20388","長野県","上伊那郡","かみいなぐん","宮田村","みやだむら","1974-12-01","有"
"20402","長野県","下伊那郡","しもいなぐん","松川町","まつかわまち","1981-03-30","有"
"20403","長野県","下伊那郡","しもいなぐん","高森町","たかもりまち","1972-04-20","有"
"20404","長野県","下伊那郡","しもいなぐん","阿南町","あなんちょう","",""
"20407","長野県","下伊那郡","しもいなぐん","阿智村","あちむら","2009-03-31","有"
"20409","長野県","下伊那郡","しもいなぐん","平谷村","ひらやむら","",""
"20410","長野県","下伊那郡","しもいなぐん","根羽村","ねばむら","",""
"20411","長野県","下伊那郡","しもいなぐん","下條村","しもじょうむら","",""
"20412","長野県","下伊那郡","しもいなぐん","売木村","うるぎむら","",""
"20413","長野県","下伊那郡","しもいなぐん","天龍村","てんりゅうむら","",""
"20414","長野県","下伊那郡","しもいなぐん","泰阜村","やすおかむら","",""
"20415","長野県","下伊那郡","しもいなぐん","喬木村","たかぎむら","1979-12-01","有"
"20416","長野県","下伊那郡","しもいなぐん","豊丘村","とよおかむら","",""
"20417","長野県","下伊那郡","しもいなぐん","大鹿村","おおしかむら","",""
"20422","長野県","木曽郡","きそぐん","上松町","あげまつまち","",""
"20423","長野県","木曽郡","きそぐん","南木曽町","なぎそまち","",""
"20425","長野県","木曽郡","きそぐん","木祖村","きそむら","",""
"20429","長野県","木曽郡","きそぐん","王滝村","おうたきむら","",""
"20430","長野県","木曽郡","きそぐん","大桑村","おおくわむら","",""
"20432","長野県","木曽郡","きそぐん","木曽町","きそまち","2005-11-01","有"
"20446","長野県","東筑摩郡","ひがしちくまぐん","麻績村","おみむら","1992-10-01","有"
"20448","長野県","東筑摩郡","ひがしちくまぐん","生坂村","いくさかむら","",""
"20450","長野県","東筑摩郡","ひがしちくまぐん","山形村","やまがたむら","1998-09-30","有"
"20451","長野県","東筑摩郡","ひがしちくまぐん","朝日村","あさひむら","1995-04-01","有"
"20452","長野県","東筑摩郡","ひがしちくまぐん","筑北村","ちくほくむら","2005-10-11","有"
"20481","長野県","北安曇郡","きたあづみぐん","池田町","いけだまち","1982-06-01","有"
"20482","長野県","北安曇郡","きたあづみぐん","松川村","まつかわむら","1991-04-01","有"
"20485","長野県","北安曇郡","きたあづみぐん","白馬村","はくばむら","",""
"20486","長野県","北安曇郡","きたあづみぐん","小谷村","おたりむら","",""
"20521","長野県","埴科郡","はにしなぐん","坂城町","さかきまち","1993-05-01","有"
"20541","長野県","上高井郡","かみたかいぐん","小布施町","おぶせまち","",""
"20543","長野県","上高井郡","かみたかいぐん","高山村","たかやまむら","",""
"20561","長野県","下高井郡","しもたかいぐん","山ノ内町","やまのうちまち","",""
"20562","長野県","下高井郡","しもたかいぐん","木島平村","きじまだいらむら","2000-04-01","有"
"20563","長野県","下高井郡","しもたかいぐん","野沢温泉村","のざわおんせんむら","",""
"20583","長野県","上水内郡","かみみのちぐん","信濃町","しなのまち","",""
"20588","長野県","上水内郡","かみみのちぐん","小川村","おがわむら","",""
"20590","長野県","上水内郡","かみみのちぐん","飯綱町","いいづなまち","2005-10-01","有"
"20602","長野県","下水内郡","しもみのちぐん","栄村","さかえむら","",""
"21201","岐阜県","","","岐阜市","ぎふし","2006-01-01","有"
"21202","岐阜県","","","大垣市","おおがきし","2009-10-31","有"
"21203","岐阜県","","","高山市","たかやまし","2005-02-01","有"
"21204","岐阜県","","","多治見市","たじみし","2006-01-23","有"
"21205","岐阜県","","","関市","せきし","2005-02-07","有"
"21206","岐阜県","","","中津川市","なかつがわし","2005-02-13","有"
"21207","岐阜県","","","美濃市","みのし","1987-07-01","有"
"21208","岐阜県","","","瑞浪市","みずなみし","1990-06-01","有"
"21209","岐阜県","","","羽島市","はしまし","1992-11-01","有"
"21210","岐阜県","","","恵那市","えなし","2004-10-25","有"
"21211","岐阜県","","","美濃加茂市","みのかもし","1989-06-01","有"
"21212","岐阜県","","","土岐市","ときし","",""
"21213","岐阜県","","","各務原市","かかみがはらし","2004-11-01","有"
"21214","岐阜県","","","可児市","かにし","2005-05-01","有"
"21215","岐阜県","","","山県市","やまがたし","2003-04-01","有"
"21216","岐阜県","","","瑞穂市","みずほし","2009-10-31","有"
"21217","岐阜県","","","飛騨市","ひだし","2004-02-01","有"
"21218","岐阜県","","","本巣市","もとすし","2004-02-01","有"
"21219","岐阜県","","","郡上市","ぐじょうし","2004-03-01","有"
"21220","岐阜県","","","下呂市","げろし","2004-03-01","有"
"21221","岐阜県","","","海津市","かいづし","2011-12-01","有"
"21302","岐阜県","羽島郡","はしまぐん","岐南町","ぎなんちょう","1979-04-01","有"
"21303","岐阜県","羽島郡","はしまぐん","笠松町","かさまつちょう","1986-02-01","有"
"21341","岐阜県","養老郡","ようろうぐん","養老町","ようろうちょう","2011-12-01","有"
"21361","岐阜県","不破郡","ふわぐん","垂井町","たるいちょう","1985-12-01","有"
"21362","岐阜県","不破郡","ふわぐん","関ケ原町","せきがはらちょう","1984-06-01","有"
"21381","岐阜県","安八郡","あんぱちぐん","神戸町","ごうどちょう","2006-02-01","有"
"21382","岐阜県","安八郡","あんぱちぐん","輪之内町","わのうちちょう","2000-03-01","有"
"21383","岐阜県","安八郡","あんぱちぐん","安八町","あんぱちちょう","2009-10-31","有"
"21401","岐阜県","揖斐郡","いびぐん","揖斐川町","いびがわちょう","2005-01-31","有"
"21403","岐阜県","揖斐郡","いびぐん","大野町","おおのちょう","1998-03-01","有"
"21404","岐阜県","揖斐郡","いびぐん","池田町","いけだちょう","2006-02-01","有"
"21421","岐阜県","本巣郡","もとすぐん","北方町","きたがたちょう","1989-06-01","有"
"21501","岐阜県","加茂郡","かもぐん","坂祝町","さかほぎちょう","1985-12-01","有"
"21502","岐阜県","加茂郡","かもぐん","富加町","とみかちょう","1988-12-01","有"
"21503","岐阜県","加茂郡","かもぐん","川辺町","かわべちょう","1989-03-01","有"
"21504","岐阜県","加茂郡","かもぐん","七宗町","ひちそうちょう","1971-04-01","有"
"21505","岐阜県","加茂郡","かもぐん","八百津町","やおつちょう","1989-06-01","有"
"21506","岐阜県","加茂郡","かもぐん","白川町","しらかわちょう","",""
"21507","岐阜県","加茂郡","かもぐん","東白川村","ひがししらかわむら","",""
"21521","岐阜県","可児郡","かにぐん","御嵩町","みたけちょう","2002-12-01","有"
"21604","岐阜県","大野郡","おおのぐん","白川村","しらかわむら","",""
"22100","静岡県","静岡市","しずおかし","","","2005-04-01","有"
"22101","静岡県","静岡市","しずおかし","葵区","あおいく","2005-04-01","有"
"22102","静岡県","静岡市","しずおかし","駿河区","するがく","2005-04-01","有"
"22103","静岡県","静岡市","しずおかし","清水区","しみずく","2008-11-01","有"
"22130","静岡県","浜松市","はままつし","","","2010-03-16","有"
"22131","静岡県","浜松市","はままつし","中区","なかく","2007-04-01","有"
"22132","静岡県","浜松市","はままつし","東区","ひがしく","2007-04-01","有"
"22133","静岡県","浜松市","はままつし","西区","にしく","2007-04-01","有"
"22134","静岡県","浜松市","はままつし","南区","みなみく","2007-04-01","有"
"22135","静岡県","浜松市","はままつし","北区","きたく","2007-04-01","有"
"22136","静岡県","浜松市","はままつし","浜北区","はまきたく","2007-04-01","有"
"22137","静岡県","浜松市","はままつし","天竜区","てんりゅうく","2007-04-01","有"
"22203","静岡県","","","沼津市","ぬまづし","2005-04-01","有"
"22205","静岡県","","","熱海市","あたみし","",""
"22206","静岡県","","","三島市","みしまし","2013-12-01","有"
"22207","静岡県","","","富士宮市","ふじのみやし","2010-03-23","有"
"22208","静岡県","","","伊東市","いとうし","",""
"22209","静岡県","","","島田市","しまだし","2008-04-01","有"
"22210","静岡県","","","富士市","ふじし","2008-11-01","有"
"22211","静岡県","","","磐田市","いわたし","2009-02-17","有"
"22212","静岡県","","","焼津市","やいづし","2008-11-01","有"
"22213","静岡県","","","掛川市","かけがわし","2005-04-01","有"
"22214","静岡県","","","藤枝市","ふじえだし","2009-01-01","有"
"22215","静岡県","","","御殿場市","ごてんばし","2004-09-03","有"
"22216","静岡県","","","袋井市","ふくろいし","2009-02-17","有"
"22219","静岡県","","","下田市","しもだし","1971-01-01","有"
"22220","静岡県","","","裾野市","すそのし","1971-01-01","有"
"22221","静岡県","","","湖西市","こさいし","2010-03-23","有"
"22222","静岡県","","","伊豆市","いずし","2004-04-01","有"
"22223","静岡県","","","御前崎市","おまえざきし","2004-04-01","有"
"22224","静岡県","","","菊川市","きくがわし","2005-01-17","有"
"22225","静岡県","","","伊豆の国市","いずのくにし","2005-04-01","有"
"22226","静岡県","","","牧之原市","まきのはらし","2005-10-11","有"
"22301","静岡県","賀茂郡","かもぐん","東伊豆町","ひがしいずちょう","",""
"22302","静岡県","賀茂郡","かもぐん","河津町","かわづちょう","",""
"22304","静岡県","賀茂郡","かもぐん","南伊豆町","みなみいずちょう","",""
"22305","静岡県","賀茂郡","かもぐん","松崎町","まつざきちょう","",""
"22306","静岡県","賀茂郡","かもぐん","西伊豆町","にしいずちょう","2005-04-01","有"
"22325","静岡県","田方郡","たがたぐん","函南町","かんなみちょう","2013-12-01","有"
"22341","静岡県","駿東郡","すんとうぐん","清水町","しみずちょう","",""
"22342","静岡県","駿東郡","すんとうぐん","長泉町","ながいずみちょう","",""
"22344","静岡県","駿東郡","すんとうぐん","小山町","おやまちょう","2004-09-03","有"
"22424","静岡県","榛原郡","はいばらぐん","吉田町","よしだちょう","1977-12-01","有"
"22429","静岡県","榛原郡","はいばらぐん","川根本町","かわねほんちょう","2005-09-20","有"
"22461","静岡県","周智郡","しゅうちぐん","森町","もりまち","1983-03-01","有"
"23100","愛知県","名古屋市","なごやし","","","2003-07-29","有"
"23101","愛知県","名古屋市","なごやし","千種区","ちくさく","1975-02-01","有"
"23102","愛知県","名古屋市","なごやし","東区","ひがしく","",""
"23103","愛知県","名古屋市","なごやし","北区","きたく","",""
"23104","愛知県","名古屋市","なごやし","西区","にしく","",""
"23105","愛知県","名古屋市","なごやし","中村区","なかむらく","",""
"23106","愛知県","名古屋市","なごやし","中区","なかく","",""
"23107","愛知県","名古屋市","なごやし","昭和区","しょうわく","1975-02-01","有"
"23108","愛知県","名古屋市","なごやし","瑞穂区","みずほく","",""
"23109","愛知県","名古屋市","なごやし","熱田区","あつたく","",""
"23110","愛知県","名古屋市","なごやし","中川区","なかがわく","",""
"23111","愛知県","名古屋市","なごやし","港区","みなとく","",""
